member_no,date,amount,source,reference,description
ILS24-F00046,2025-01-03,1000000,mkoba,SAV-ILS24-F00046-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00046,2026-03-15,350000,mkoba,SAV-ILS24-F00046-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00046,2026-03-15,1600000,mkoba,SAV-ILS24-F00046-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00046,2026-04-20,200000,mkoba,SAV-ILS24-F00046-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00047,2024-03-18,63000,mkoba,SAV-ILS24-F00047-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00047,2024-04-10,50000,mkoba,SAV-ILS24-F00047-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00047,2024-12-09,100000,mkoba,SAV-ILS24-F00047-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00047,2024-12-27,300000,mkoba,SAV-ILS24-F00047-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00047,2025-09-09,200000,mkoba,SAV-ILS24-F00047-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00047,2026-03-12,100000,nmb,SAV-ILS24-F00047-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2024-03-19,50000,mkoba,SAV-ILS24-F00048-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2024-03-19,50000,mkoba,SAV-ILS24-F00048-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2024-04-04,110000,mkoba,SAV-ILS24-F00048-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2024-12-15,150000,mkoba,SAV-ILS24-F00048-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2024-12-23,100000,mkoba,SAV-ILS24-F00048-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2025-01-01,50000,mkoba,SAV-ILS24-F00048-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2025-01-04,200000,mkoba,SAV-ILS24-F00048-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2025-02-20,300000,mkoba,SAV-ILS24-F00048-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2025-02-23,100000,nmb,SAV-ILS24-F00048-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2026-02-22,300000,nmb,SAV-ILS24-F00048-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2026-03-30,250000,nmb,SAV-ILS24-F00048-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2026-05-01,300000,nmb,SAV-ILS24-F00048-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00048,2026-05-01,150000,nmb,SAV-ILS24-F00048-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2024-03-08,50000,mkoba,SAV-ILS24-F00049-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2024-03-09,90000,mkoba,SAV-ILS24-F00049-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2024-03-09,30000,mkoba,SAV-ILS24-F00049-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2024-03-29,150000,mkoba,SAV-ILS24-F00049-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2024-03-29,30000,mkoba,SAV-ILS24-F00049-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2025-09-05,250000,mkoba,SAV-ILS24-F00049-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2025-09-09,100000,nmb,SAV-ILS24-F00049-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2025-11-05,150000,nmb,SAV-ILS24-F00049-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2025-11-05,500000,nmb,SAV-ILS24-F00049-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2025-12-10,300000,nmb,SAV-ILS24-F00049-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-01-31,294949,nmb,SAV-ILS24-F00049-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-02-14,150000,nmb,SAV-ILS24-F00049-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-02-14,750000,nmb,SAV-ILS24-F00049-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-02-14,100000,nmb,SAV-ILS24-F00049-0014,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-03-01,200000,nmb,SAV-ILS24-F00049-0015,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-03-01,150000,nmb,SAV-ILS24-F00049-0016,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-04-20,690335,nmb,SAV-ILS24-F00049-0017,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-04-20,500000,nmb,SAV-ILS24-F00049-0018,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-05-01,340000,nmb,SAV-ILS24-F00049-0019,Historical savings deposit (Ilboru workbook)
ILS24-F00049,2026-05-01,335238,nmb,SAV-ILS24-F00049-0020,Historical savings deposit (Ilboru workbook)
ILS24-F00050,2024-04-10,90000,mkoba,SAV-ILS24-F00050-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00050,2024-04-10,130000,mkoba,SAV-ILS24-F00050-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00050,2024-08-20,80000,mkoba,SAV-ILS24-F00050-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00050,2024-08-25,270000,mkoba,SAV-ILS24-F00050-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00050,2024-08-26,230000,mkoba,SAV-ILS24-F00050-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00050,2026-03-12,500000,nmb,SAV-ILS24-F00050-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00051,2024-03-12,50000,mkoba,SAV-ILS24-F00051-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00051,2026-03-18,1000000,nmb,SAV-ILS24-F00051-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00051,2026-03-18,150000,nmb,SAV-ILS24-F00051-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00051,2026-04-14,100000,nmb,SAV-ILS24-F00051-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00052,2024-03-06,50000,mkoba,SAV-ILS24-F00052-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00052,2026-03-25,700000,nmb,SAV-ILS24-F00052-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00052,2026-05-10,1000000,nmb,SAV-ILS24-F00052-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00053,2024-03-04,100000,mkoba,SAV-ILS24-F00053-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00053,2024-04-27,100000,mkoba,SAV-ILS24-F00053-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00053,2026-03-23,1000000,nmb,SAV-ILS24-F00053-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2024-03-09,120000,mkoba,SAV-ILS24-F00054-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2026-02-27,300000,nmb,SAV-ILS24-F00054-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2026-03-24,520000,nmb,SAV-ILS24-F00054-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2026-03-24,75000,nmb,SAV-ILS24-F00054-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2026-04-10,1000000,nmb,SAV-ILS24-F00054-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2026-04-10,1100000,nmb,SAV-ILS24-F00054-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2026-04-10,200000,nmb,SAV-ILS24-F00054-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2026-05-01,50000,nmb,SAV-ILS24-F00054-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00054,2026-05-12,150000,nmb,SAV-ILS24-F00054-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00055,2024-04-02,100000,mkoba,SAV-ILS24-F00055-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00056,2024-03-05,100000,mkoba,SAV-ILS24-F00056-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00057,2024-03-05,100000,mkoba,SAV-ILS24-F00057-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00057,2026-03-23,3000000,nmb,SAV-ILS24-F00057-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00057,2026-05-22,300000,nmb,SAV-ILS24-F00057-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00058,2024-03-02,60000,mkoba,SAV-ILS24-F00058-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00058,2024-05-29,100000,mkoba,SAV-ILS24-F00058-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00059,2024-03-06,100000,mkoba,SAV-ILS24-F00059-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00059,2026-03-28,900000,nmb,SAV-ILS24-F00059-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00060,2024-03-04,100000,mkoba,SAV-ILS24-F00060-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-02,5000000,nmb,SAV-ILS24-F00061-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-12,5000000,nmb,SAV-ILS24-F00061-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-17,1000000,nmb,SAV-ILS24-F00061-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-17,3500000,nmb,SAV-ILS24-F00061-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-19,2500000,nmb,SAV-ILS24-F00061-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-19,1500000,nmb,SAV-ILS24-F00061-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-24,500000,nmb,SAV-ILS24-F00061-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-27,1500000,nmb,SAV-ILS24-F00061-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-03-31,5000000,nmb,SAV-ILS24-F00061-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-04-15,1254480,nmb,SAV-ILS24-F00061-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-04-16,997792,nmb,SAV-ILS24-F00061-0011,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-04-16,1000000,nmb,SAV-ILS24-F00061-0012,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-04-25,1500000,nmb,SAV-ILS24-F00061-0013,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-04-28,2500000,nmb,SAV-ILS24-F00061-0014,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-04-30,3500000,nmb,SAV-ILS24-F00061-0015,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-05-11,1299865,nmb,SAV-ILS24-F00061-0016,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-05-27,2000000,nmb,SAV-ILS24-F00061-0017,Historical savings deposit (Ilboru workbook)
ILS24-F00061,2026-05-28,3000000,nmb,SAV-ILS24-F00061-0018,Historical savings deposit (Ilboru workbook)
